NL,OCL,Tag,,,
 The size of rs is greater than 0,"   rs.size() > 0
","Precondition
",Generate OCL : The size of rs is greater than 0,Concode OCL : The size of rs is greater than 0,Concode OCL : The size of rs is greater than 0
" The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","   self.CurrentLoanRequests = rs and
   result = rs
","Postcondition
","Generate OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","Concode OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","Concode OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs"
" rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","   rs:LoanRequest = self.CurrentLoanRequests->any(r:LoanRequest | r.RequestID = requestid)
","Definition
","Generate OCL : rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","Concode OCL : rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","Concode OCL : rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid"
 rs exists,"   rs.oclIsUndefined() = false
","Precondition
",Generate OCL : rs exists,Concode OCL : rs exists,Concode OCL : rs exists
" The object CurrentLoanRequest became rs
  The return value was rs","   self.CurrentLoanRequest = rs and
   result = rs
","Postcondition
","Generate OCL : The object CurrentLoanRequest became rs
  The return value was rs","Concode OCL : The object CurrentLoanRequest became rs
  The return value was rs","Concode OCL : The object CurrentLoanRequest became rs
  The return value was rs"
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
","Precondition
",Generate OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists
" The attribute Status of the object CurrentLoanRequest became REFERENCESVALIDATED
  The return value was true","   self.CurrentLoanRequest.Status = LoanRequestStatus::REFERENCESVALIDATED and
   result = true
","Postcondition
","Generate OCL : The attribute Status of the object CurrentLoanRequest became REFERENCESVALIDATED
  The return value was true","Concode OCL : The attribute Status of the object CurrentLoanRequest became REFERENCESVALIDATED
  The return value was true","Concode OCL : The attribute Status of the object CurrentLoanRequest became REFERENCESVALIDATED
  The return value was true"
" rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to REFERENCESVALIDATED","   rs:Set(LoanRequest) = LoanRequest.allInstance()->select(r:LoanRequest | r.Status =  LoanRequestStatus::REFERENCESVALIDATED)
","Definition
","Generate OCL : rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to REFERENCESVALIDATED","Concode OCL : rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to REFERENCESVALIDATED","Concode OCL : rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to REFERENCESVALIDATED"
 rs exists,"   rs.oclIsUndefined() = false
","Precondition
",Generate OCL : rs exists,Concode OCL : rs exists,Concode OCL : rs exists
" The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","   self.CurrentLoanRequests = rs and
   result = rs
","Postcondition
","Generate OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","Concode OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","Concode OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs"
" rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","   rs:LoanRequest = self.CurrentLoanRequests->any(r:LoanRequest | r.RequestID = requestid)
","Definition
","Generate OCL : rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","Concode OCL : rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid","Concode OCL : rs is the object r in the set CurrentLoanRequests. r represents an object of class LoanRequest, and r meets:
      The attribute RequestID of the object r is equal to requestid"
 rs exists,"   rs.oclIsUndefined() = false
","Precondition
",Generate OCL : rs exists,Concode OCL : rs exists,Concode OCL : rs exists
" The object CurrentLoanRequest became rs
  The return value was rs","   self.CurrentLoanRequest = rs and
   result = rs
","Postcondition
","Generate OCL : The object CurrentLoanRequest became rs
  The return value was rs","Concode OCL : The object CurrentLoanRequest became rs
  The return value was rs","Concode OCL : The object CurrentLoanRequest became rs
  The return value was rs"
" The object CurrentLoanRequest exists
  CurrentLoanRequest exists","   self.CurrentLoanRequest.oclIsUndefined() = false and
   CurrentLoanRequest.RequestedCreditHistory.oclIsUndefined() = false
","Precondition
","Generate OCL : The object CurrentLoanRequest exists
  CurrentLoanRequest exists","Concode OCL : The object CurrentLoanRequest exists
  CurrentLoanRequest exists","Concode OCL : The object CurrentLoanRequest exists
  CurrentLoanRequest exists"
 The return value was the object which CurrentLoanRequest was linked to by RequestedCreditHistory,"   result = CurrentLoanRequest.RequestedCreditHistory
","Postcondition
",Generate OCL : The return value was the object which CurrentLoanRequest was linked to by RequestedCreditHistory,Concode OCL : The return value was the object which CurrentLoanRequest was linked to by RequestedCreditHistory,Concode OCL : The return value was the object which CurrentLoanRequest was linked to by RequestedCreditHistory
" The object CurrentLoanRequest exists
  CurrentLoanRequest exists","   self.CurrentLoanRequest.oclIsUndefined() = false and
   CurrentLoanRequest.RequestedCAHistory.oclIsUndefined() = false
","Precondition
","Generate OCL : The object CurrentLoanRequest exists
  CurrentLoanRequest exists","Concode OCL : The object CurrentLoanRequest exists
  CurrentLoanRequest exists","Concode OCL : The object CurrentLoanRequest exists
  CurrentLoanRequest exists"
 The return value was the object which CurrentLoanRequest was linked to by RequestedCAHistory,"   result = CurrentLoanRequest.RequestedCAHistory
","Postcondition
",Generate OCL : The return value was the object which CurrentLoanRequest was linked to by RequestedCAHistory,Concode OCL : The return value was the object which CurrentLoanRequest was linked to by RequestedCAHistory,Concode OCL : The return value was the object which CurrentLoanRequest was linked to by RequestedCAHistory
 None,"   true
","Precondition
",Generate OCL : None,Concode OCL : None,Concode OCL : None
 The return value was the instance set of class LoanTerm,"   result = LoanTerm.allInstance()
","Postcondition
",Generate OCL : The return value was the instance set of class LoanTerm,Concode OCL : The return value was the instance set of class LoanTerm,Concode OCL : The return value was the instance set of class LoanTerm
" loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to termid","   loanterm:LoanTerm = LoanTerm.allInstance()->any(loa:LoanTerm | loa.ItemID = termid)
","Definition
","Generate OCL : loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to termid","Concode OCL : loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to termid","Concode OCL : loanterm is the object loa in the instance set of class LoanTerm. loa represents an object of class LoanTerm, and loa meets:
      The attribute ItemID of the object loa is equal to termid"
" The object CurrentLoanRequest exists
  loanterm exists","   self.CurrentLoanRequest.oclIsUndefined() = false and
   loanterm.oclIsUndefined() = false
","Precondition
","Generate OCL : The object CurrentLoanRequest exists
  loanterm exists","Concode OCL : The object CurrentLoanRequest exists
  loanterm exists","Concode OCL : The object CurrentLoanRequest exists
  loanterm exists"
" The object CurrentLoanRequest was linked to the object loanterm by AttachedLoanTerms
  The return value was true","   CurrentLoanRequest.AttachedLoanTerms->includes(loanterm) and
   result = true
","Postcondition
","Generate OCL : The object CurrentLoanRequest was linked to the object loanterm by AttachedLoanTerms
  The return value was true","Concode OCL : The object CurrentLoanRequest was linked to the object loanterm by AttachedLoanTerms
  The return value was true","Concode OCL : The object CurrentLoanRequest was linked to the object loanterm by AttachedLoanTerms
  The return value was true"
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
","Precondition
",Generate OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists
" The attribute Status of the object CurrentLoanRequest became APPROVED
  The return value was true","   self.CurrentLoanRequest.Status = LoanRequestStatus::APPROVED and
   result = true
","Postcondition
","Generate OCL : The attribute Status of the object CurrentLoanRequest became APPROVED
  The return value was true","Concode OCL : The attribute Status of the object CurrentLoanRequest became APPROVED
  The return value was true","Concode OCL : The attribute Status of the object CurrentLoanRequest became APPROVED
  The return value was true"
" rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to APPROVED","   rs:Set(LoanRequest) = LoanRequest.allInstance()->select(r:LoanRequest | r.Status =  LoanRequestStatus::APPROVED)
","Definition
","Generate OCL : rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to APPROVED","Concode OCL : rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to APPROVED","Concode OCL : rs is the set of class LoanRequest, including all r in the instance set of class LoanRequest. r represents an object of class LoanRequest, and r meets:
      The attribute Status of the object r is equal to APPROVED"
 rs exists,"   rs.oclIsUndefined() = false
","Precondition
",Generate OCL : rs exists,Concode OCL : rs exists,Concode OCL : rs exists
" The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","   self.CurrentLoanRequests = rs and
   result = rs
","Postcondition
","Generate OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","Concode OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs","Concode OCL : The value of temporary variable CurrentLoanRequests became rs
  The return value was rs"
" r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to id","   r:LoanRequest = LoanRequest.allInstance()->any(lr:LoanRequest | lr.RequestID = id)
","Definition
","Generate OCL : r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to id","Concode OCL : r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to id","Concode OCL : r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to id"
 r exists,"   r.oclIsUndefined() = false
","Precondition
",Generate OCL : r exists,Concode OCL : r exists,Concode OCL : r exists
" l represented the object of class ApprovalLetter
  The object l was created
  The attribute Content of the object l became ""ApprovalLetterContent""
  The object r was linked to the object l by AttachedApprovalLetter
  The object CurrentLoanRequest became r
  The object l was put into the instance set of class ApprovalLetter
  The return value was true","   let l:ApprovalLetter in
   l.oclIsNew() and
   l.Content = ""ApprovalLetterContent"" and
   r.AttachedApprovalLetter = l and
   self.CurrentLoanRequest = r and
   ApprovalLetter.allInstance()->includes(l) and
   result = true
","Postcondition
","Generate OCL : l represented the object of class ApprovalLetter
  The object l was created
  The attribute Content of the object l became ""ApprovalLetterContent""
  The object r was linked to the object l by AttachedApprovalLetter
  The object CurrentLoanRequest became r
  The object l was put into the instance set of class ApprovalLetter
  The return value was true","Concode OCL : l represented the object of class ApprovalLetter
  The object l was created
  The attribute Content of the object l became ""ApprovalLetterContent""
  The object r was linked to the object l by AttachedApprovalLetter
  The object CurrentLoanRequest became r
  The object l was put into the instance set of class ApprovalLetter
  The return value was true","Concode OCL : l represented the object of class ApprovalLetter
  The object l was created
  The attribute Content of the object l became ""ApprovalLetterContent""
  The object r was linked to the object l by AttachedApprovalLetter
  The object CurrentLoanRequest became r
  The object l was put into the instance set of class ApprovalLetter
  The return value was true"
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
","Precondition
",Generate OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists
" The system operation sendEmail was executed
  The return value was true","   // ""Your Loan Request was approved""
   sendEmail(CurrentLoanRequest.Email, CurrentLoanRequest.Name, ""Your Loan Request was approved"") and
   result = true
","Postcondition
","Generate OCL : The system operation sendEmail was executed
  The return value was true","Concode OCL : The system operation sendEmail was executed
  The return value was true","Concode OCL : The system operation sendEmail was executed
  The return value was true"
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
","Precondition
",Generate OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists
" la represented the object of class LoanAgreement
  The object la was created
  The attribute Content of the object la became ""Loan Agreement""
  The object CurrentLoanRequest was linked to the object la by AttachedLoanAgreement
  The object la was put into the instance set of class LoanAgreement
  The return value was true","   let la:LoanAgreement in
   la.oclIsNew() and
   la.Content = ""Loan Agreement"" and
   self.CurrentLoanRequest.AttachedLoanAgreement = la and
   LoanAgreement.allInstance()->includes(la) and
   result = true
","Postcondition
","Generate OCL : la represented the object of class LoanAgreement
  The object la was created
  The attribute Content of the object la became ""Loan Agreement""
  The object CurrentLoanRequest was linked to the object la by AttachedLoanAgreement
  The object la was put into the instance set of class LoanAgreement
  The return value was true","Concode OCL : la represented the object of class LoanAgreement
  The object la was created
  The attribute Content of the object la became ""Loan Agreement""
  The object CurrentLoanRequest was linked to the object la by AttachedLoanAgreement
  The object la was put into the instance set of class LoanAgreement
  The return value was true","Concode OCL : la represented the object of class LoanAgreement
  The object la was created
  The attribute Content of the object la became ""Loan Agreement""
  The object CurrentLoanRequest was linked to the object la by AttachedLoanAgreement
  The object la was put into the instance set of class LoanAgreement
  The return value was true"
 The object CurrentLoanRequest exists,"   self.CurrentLoanRequest.oclIsUndefined() = false
","Precondition
",Generate OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists,Concode OCL : The object CurrentLoanRequest exists
" The system operation print was executed
  The return value was true","   print(CurrentLoanRequest.AttachedLoanAgreement.Content, number) and
   result = true
","Postcondition
","Generate OCL : The system operation print was executed
  The return value was true","Concode OCL : The system operation print was executed
  The return value was true","Concode OCL : The system operation print was executed
  The return value was true"
" loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid
  r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to requestid
  la is the object lacc in the instance set of class LoanAccount. lacc represents an object of class LoanAccount, and lacc meets:
      The attribute LoanAccountID of the object lacc is equal to accountid","   loan:Loan = Loan.allInstance()->any(loa:Loan | loa.LoanID = loanid),
   r:LoanRequest = LoanRequest.allInstance()->any(lr:LoanRequest | lr.RequestID = requestid),
   la:LoanAccount = LoanAccount.allInstance()->any(lacc:LoanAccount | lacc.LoanAccountID = accountid)
","Definition
","Generate OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid
  r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to requestid
  la is the object lacc in the instance set of class LoanAccount. lacc represents an object of class LoanAccount, and lacc meets:
      The attribute LoanAccountID of the object lacc is equal to accountid","Concode OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid
  r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to requestid
  la is the object lacc in the instance set of class LoanAccount. lacc represents an object of class LoanAccount, and lacc meets:
      The attribute LoanAccountID of the object lacc is equal to accountid","Concode OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid
  r is the object lr in the instance set of class LoanRequest. lr represents an object of class LoanRequest, and lr meets:
      The attribute RequestID of the object lr is equal to requestid
  la is the object lacc in the instance set of class LoanAccount. lacc represents an object of class LoanAccount, and lacc meets:
      The attribute LoanAccountID of the object lacc is equal to accountid"
" loan doesn't exist
  r exists","   loan.oclIsUndefined() = true and
   r.oclIsUndefined() = false
","Precondition
","Generate OCL : loan doesn't exist
  r exists","Concode OCL : loan doesn't exist
  r exists","Concode OCL : loan doesn't exist
  r exists"
" loa represented the object of class Loan
  lacc represented the object of class LoanAccount
  The object loa was created
  The attribute LoanID of the object loa became loanid
  The attribute StartDate of the object loa became startdate
  The attribute EndDate of the object loa became enddate
  The attribute RePaymentDays of the object loa became repaymentdays
  The attribute Status of the object loa became LSOPEN
  The attribute RepaymentAmount of the object loa became the attribute LoanAmount of the object r
  The attribute CurrentOverDueDate of the object loa became the day repaymentdays after startdate
  If la didn't exist, take the following as postcondition(s):
      lacc became the return value of system operation createLoanAccount
      The object lacc was put into the instance set of class LoanAccount
      The attribute Balance of the object lacc became the attribute LoanAmount of the object r
      The object loa was linked to the object lacc by BelongedLoanAccount
  Otherwise, take the following as postcondition(s):
      The attribute Balance of the object la became the previous value of the attribute Balance of the object la plus the attribute LoanAmount of the object r
  The system operation transferFunds was executed
  The attribute RemainAmountToPay of the object loa became the attribute LoanAmount of the object r
  The object loa was put into the instance set of class Loan
  The object r was linked to the object loa by ApprovalLoan
  The object loa was linked to the object r by ReferedLoanRequest
  The return value was true","   let loa:Loan, lacc:LoanAccount in
   loa.oclIsNew() and
   loa.LoanID = loanid and
   loa.StartDate = startdate and
   loa.EndDate = enddate and
   loa.RePaymentDays = repaymentdays and
   loa.Status = LoanStatus::LSOPEN and
   loa.RepaymentAmount = r.LoanAmount and
   loa.CurrentOverDueDate = startdate.After(repaymentdays) and
   if
    la.oclIsUndefined() = true
   then
    lacc = createLoanAccount(accountid) and
    LoanAccount.allInstance()->includes(lacc) and
    lacc.Balance = r.LoanAmount and
    loa.BelongedLoanAccount = lacc
   else
    la.Balance = la.Balance@pre + r.LoanAmount
   endif and
   transferFunds(accountid, r.LoanAmount) and
   loa.RemainAmountToPay = r.LoanAmount and
   Loan.allInstance()->includes(loa) and
   r.ApprovalLoan = loa and
   loa.ReferedLoanRequest = r and
   result = true
","Postcondition
","Generate OCL : loa represented the object of class Loan
  lacc represented the object of class LoanAccount
  The object loa was created
  The attribute LoanID of the object loa became loanid
  The attribute StartDate of the object loa became startdate
  The attribute EndDate of the object loa became enddate
  The attribute RePaymentDays of the object loa became repaymentdays
  The attribute Status of the object loa became LSOPEN
  The attribute RepaymentAmount of the object loa became the attribute LoanAmount of the object r
  The attribute CurrentOverDueDate of the object loa became the day repaymentdays after startdate
  If la didn't exist, take the following as postcondition(s):
      lacc became the return value of system operation createLoanAccount
      The object lacc was put into the instance set of class LoanAccount
      The attribute Balance of the object lacc became the attribute LoanAmount of the object r
      The object loa was linked to the object lacc by BelongedLoanAccount
  Otherwise, take the following as postcondition(s):
      The attribute Balance of the object la became the previous value of the attribute Balance of the object la plus the attribute LoanAmount of the object r
  The system operation transferFunds was executed
  The attribute RemainAmountToPay of the object loa became the attribute LoanAmount of the object r
  The object loa was put into the instance set of class Loan
  The object r was linked to the object loa by ApprovalLoan
  The object loa was linked to the object r by ReferedLoanRequest
  The return value was true","Concode OCL : loa represented the object of class Loan
  lacc represented the object of class LoanAccount
  The object loa was created
  The attribute LoanID of the object loa became loanid
  The attribute StartDate of the object loa became startdate
  The attribute EndDate of the object loa became enddate
  The attribute RePaymentDays of the object loa became repaymentdays
  The attribute Status of the object loa became LSOPEN
  The attribute RepaymentAmount of the object loa became the attribute LoanAmount of the object r
  The attribute CurrentOverDueDate of the object loa became the day repaymentdays after startdate
  If la didn't exist, take the following as postcondition(s):
      lacc became the return value of system operation createLoanAccount
      The object lacc was put into the instance set of class LoanAccount
      The attribute Balance of the object lacc became the attribute LoanAmount of the object r
      The object loa was linked to the object lacc by BelongedLoanAccount
  Otherwise, take the following as postcondition(s):
      The attribute Balance of the object la became the previous value of the attribute Balance of the object la plus the attribute LoanAmount of the object r
  The system operation transferFunds was executed
  The attribute RemainAmountToPay of the object loa became the attribute LoanAmount of the object r
  The object loa was put into the instance set of class Loan
  The object r was linked to the object loa by ApprovalLoan
  The object loa was linked to the object r by ReferedLoanRequest
  The return value was true","Concode OCL : loa represented the object of class Loan
  lacc represented the object of class LoanAccount
  The object loa was created
  The attribute LoanID of the object loa became loanid
  The attribute StartDate of the object loa became startdate
  The attribute EndDate of the object loa became enddate
  The attribute RePaymentDays of the object loa became repaymentdays
  The attribute Status of the object loa became LSOPEN
  The attribute RepaymentAmount of the object loa became the attribute LoanAmount of the object r
  The attribute CurrentOverDueDate of the object loa became the day repaymentdays after startdate
  If la didn't exist, take the following as postcondition(s):
      lacc became the return value of system operation createLoanAccount
      The object lacc was put into the instance set of class LoanAccount
      The attribute Balance of the object lacc became the attribute LoanAmount of the object r
      The object loa was linked to the object lacc by BelongedLoanAccount
  Otherwise, take the following as postcondition(s):
      The attribute Balance of the object la became the previous value of the attribute Balance of the object la plus the attribute LoanAmount of the object r
  The system operation transferFunds was executed
  The attribute RemainAmountToPay of the object loa became the attribute LoanAmount of the object r
  The object loa was put into the instance set of class Loan
  The object r was linked to the object loa by ApprovalLoan
  The object loa was linked to the object r by ReferedLoanRequest
  The return value was true"
" loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      The day 3 days after Today is after the attribute CurrentOverDueDate of the object loa","   loans:Set(Loan) = Loan.allInstance()->select(loa:Loan | loa.Status = LoanStatus::LSOPEN and Today.After(3).isAfter(loa.CurrentOverDueDate))
","Definition
","Generate OCL : loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      The day 3 days after Today is after the attribute CurrentOverDueDate of the object loa","Concode OCL : loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      The day 3 days after Today is after the attribute CurrentOverDueDate of the object loa","Concode OCL : loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      The day 3 days after Today is after the attribute CurrentOverDueDate of the object loa"
 loans exists,"   loans.oclIsUndefined() = false
","Precondition
",Generate OCL : loans exists,Concode OCL : loans exists,Concode OCL : loans exists
" For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","   loans->forAll(l:Loan |
    sendEmail(l.ReferedLoanRequest.Email, ""OverDueSoon"", ""You account is OverDueSoon""))
   and
   result = true
","Postcondition
","Generate OCL : For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","Concode OCL : For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","Concode OCL : For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true"
" loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      Today is after the attribute CurrentOverDueDate of the object loa","   loans:Set(Loan) = Loan.allInstance()->select(loa:Loan | loa.Status = LoanStatus::LSOPEN and Today.isAfter(loa.CurrentOverDueDate))
","Definition
","Generate OCL : loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      Today is after the attribute CurrentOverDueDate of the object loa","Concode OCL : loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      Today is after the attribute CurrentOverDueDate of the object loa","Concode OCL : loans is the set of class Loan, including all loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute Status of the object loa is equal to LSOPEN
      Today is after the attribute CurrentOverDueDate of the object loa"
 loans exists,"   loans.oclIsUndefined() = false
","Precondition
",Generate OCL : loans exists,Concode OCL : loans exists,Concode OCL : loans exists
" For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","   loans->forAll(l:Loan |
    sendEmail(l.ReferedLoanRequest.Email, ""OverDued"", ""You are overdued, please repayment ASAP""))
   and
   result = true
","Postcondition
","Generate OCL : For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","Concode OCL : For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true","Concode OCL : For each object of class Loan in the set loans, l represented it(the object) and the following operations were performed:
      The system operation sendEmail was executed
  The return value was true"
" loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","   loan:Loan = Loan.allInstance()->any(loa:Loan | loa.LoanID = loanid)
","Definition
","Generate OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","Concode OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","Concode OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid"
" loan exists
  The attribute Status of the object loan is equal to LSOPEN","   loan.oclIsUndefined() = false and
   loan.Status = LoanStatus::LSOPEN
","Precondition
","Generate OCL : loan exists
  The attribute Status of the object loan is equal to LSOPEN","Concode OCL : loan exists
  The attribute Status of the object loan is equal to LSOPEN","Concode OCL : loan exists
  The attribute Status of the object loan is equal to LSOPEN"
" The attribute RemainAmountToPay of the object loan became the previous value of the attribute RemainAmountToPay of the object loan minus the attribute RepaymentAmount of the object loan
  The return value was true","   loan.RemainAmountToPay = loan.RemainAmountToPay@pre - loan.RepaymentAmount and
   result = true
","Postcondition
","Generate OCL : The attribute RemainAmountToPay of the object loan became the previous value of the attribute RemainAmountToPay of the object loan minus the attribute RepaymentAmount of the object loan
  The return value was true","Concode OCL : The attribute RemainAmountToPay of the object loan became the previous value of the attribute RemainAmountToPay of the object loan minus the attribute RepaymentAmount of the object loan
  The return value was true","Concode OCL : The attribute RemainAmountToPay of the object loan became the previous value of the attribute RemainAmountToPay of the object loan minus the attribute RepaymentAmount of the object loan
  The return value was true"
" loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","   loan:Loan = Loan.allInstance()->any(loa:Loan | loa.LoanID = loanid)
","Definition
","Generate OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","Concode OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid","Concode OCL : loan is the object loa in the instance set of class Loan. loa represents an object of class Loan, and loa meets:
      The attribute LoanID of the object loa is equal to loanid"
" loan exists
  The attribute Status of the object loan is equal to LSOPEN","   loan.oclIsUndefined() = false and
   loan.Status = LoanStatus::LSOPEN
","Precondition
","Generate OCL : loan exists
  The attribute Status of the object loan is equal to LSOPEN","Concode OCL : loan exists
  The attribute Status of the object loan is equal to LSOPEN","Concode OCL : loan exists
  The attribute Status of the object loan is equal to LSOPEN"
" The attribute Status of the object loan became CLOSED
  The return value was true","   loan.Status = LoanStatus::CLOSED and
   result = true
","Postcondition
","Generate OCL : The attribute Status of the object loan became CLOSED
  The return value was true","Concode OCL : The attribute Status of the object loan became CLOSED
  The return value was true","Concode OCL : The attribute Status of the object loan became CLOSED
  The return value was true"
